# UTENTES
---------
ID: 1   | Prioridade: G  | Entrada: 18024  | Tempos: tr: 68, C: 815                
| 17895  | chegada            | G108   | 17984         | P:  G:                                                       | G108       | 17965       | P:  G: 47                                                    | G43         | 18383        | G58         | 18331        | P:  G: 101, 119, 118, 66, 20                                 | G90         | 18040        | G102        | 18343        | P:  G:                                                       | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 17965  | partida_triagem    | G108   | 17984         | P:  G:                                                       | None       | inf.        | P:  G: 47                                                    | G43         | 18383        | G58         | 18331        | P:  G: 101, 119, 118, 66, 20, 108                            | G90         | 18040        | G102        | 18343        | P:  G:                                                       | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 17984  | chegada            | R36    | 18000         | P:  G:                                                       | R36        | 18152       | P:  G: 47                                                    | G43         | 18383        | G58         | 18331        | P:  G: 101, 119, 118, 66, 20, 108                            | G90         | 18040        | G102        | 18343        | P:  G:                                                       | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18000  | chegada            | G122   | 18024         | P:  G: 122                                                   | R36        | 18152       | P:  G: 47                                                    | G43         | 18383        | G58         | 18331        | P:  G: 101, 119, 118, 66, 20, 108                            | G90         | 18040        | G102        | 18343        | P:  G:                                                       | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18024  | chegada            | G1     | 18031         | P:  G: 122, 1                                                | R36        | 18152       | P:  G: 47                                                    | G43         | 18383        | G58         | 18331        | P:  G: 101, 119, 118, 66, 20, 108                            | G90         | 18040        | G102        | 18343        | P:  G:                                                       | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18031  | chegada            | G74    | 18092         | P:  G: 122, 1, 74                                            | R36        | 18152       | P:  G: 47                                                    | G43         | 18383        | G58         | 18331        | P:  G: 101, 119, 118, 66, 20, 108                            | G90         | 18040        | G102        | 18343        | P:  G:                                                       | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18040  | partida_balcao_B1  | G90    | 18092         | P:  G: 122, 1, 74                                            | R36        | 18152       | P:  G: 47                                                    | G43         | 18383        | G58         | 18331        | P:  G: 119, 118, 66, 20, 108                                 | R101        | 18220        | G102        | 18343        | P:  G:                                                       | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18092  | chegada            | G129   | 18287         | P:  G: 122, 1, 74, 129                                       | R36        | 18152       | P:  G: 47                                                    | G43         | 18383        | G58         | 18331        | P:  G: 119, 118, 66, 20, 108                                 | R101        | 18220        | G102        | 18343        | P:  G:                                                       | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18152  | partida_triagem    | R36    | 18287         | P:  G: 1, 74, 129                                            | G122       | 18194       | P:  G: 47                                                    | G43         | 18383        | G58         | 18331        | P:  G: 119, 118, 66, 20, 108                                 | R101        | 18220        | G102        | 18343        | P:  G: 36                                                    | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18194  | partida_triagem    | G122   | 18287         | P:  G: 74, 129                                               | G1         | 18262       | P:  G: 47, 122                                               | G43         | 18383        | G58         | 18331        | P:  G: 119, 118, 66, 20, 108                                 | R101        | 18220        | G102        | 18343        | P:  G: 36                                                    | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18220  | partida_balcao_B1  | R101   | 18287         | P:  G: 74, 129                                               | G1         | 18262       | P:  G: 47, 122                                               | G43         | 18383        | G58         | 18331        | P:  G: 118, 66, 20, 108                                      | G119        | 18394        | G102        | 18343        | P:  G: 36                                                    | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18262  | partida_triagem    | G1     | 18287         | P:  G: 129                                                   | G74        | 18308       | P:  G: 47, 122                                               | G43         | 18383        | G58         | 18331        | P:  G: 118, 66, 20, 108                                      | G119        | 18394        | G102        | 18343        | P:  G: 36, 1                                                 | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18287  | chegada            | G135   | 18366         | P:  G: 129, 135                                              | G74        | 18308       | P:  G: 47, 122                                               | G43         | 18383        | G58         | 18331        | P:  G: 118, 66, 20, 108                                      | G119        | 18394        | G102        | 18343        | P:  G: 36, 1                                                 | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18308  | partida_triagem    | G74    | 18366         | P:  G: 135                                                   | G129       | 18346       | P:  G: 47, 122, 74                                           | G43         | 18383        | G58         | 18331        | P:  G: 118, 66, 20, 108                                      | G119        | 18394        | G102        | 18343        | P:  G: 36, 1                                                 | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18331  | partida_balcao_A2  | G58    | 18366         | P:  G: 135                                                   | G129       | 18346       | P:  G: 122, 74                                               | G43         | 18383        | G47         | 19533        | P:  G: 118, 66, 20, 108                                      | G119        | 18394        | G102        | 18343        | P:  G: 36, 1                                                 | G31         | 18334        | P:  G:                                                       | None       | inf.        |
| 18334  | partida_balcao_C1  | G31    | 18366         | P:  G: 135                                                   | G129       | 18346       | P:  G: 122, 74                                               | G43         | 18383        | G47         | 19533        | P:  G: 118, 66, 20, 108                                      | G119        | 18394        | G102        | 18343        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | G31        | 18450       |
| 18343  | partida_balcao_B2  | G102   | 18366         | P:  G: 135                                                   | G129       | 18346       | P:  G: 122, 74                                               | G43         | 18383        | G47         | 19533        | P:  G: 66, 20, 108                                           | G119        | 18394        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | G31        | 18450       |
| 18346  | partida_triagem    | G129   | 18366         | P:  G:                                                       | G135       | 18443       | P:  G: 122, 74                                               | G43         | 18383        | G47         | 19533        | P:  G: 66, 20, 108, 129                                      | G119        | 18394        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | G31        | 18450       |
| 18366  | chegada            | P16    | 18489         | P: 16 G:                                                     | G135       | 18443       | P:  G: 122, 74                                               | G43         | 18383        | G47         | 19533        | P:  G: 66, 20, 108, 129                                      | G119        | 18394        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | G31        | 18450       |
| 18383  | partida_balcao_A1  | G43    | 18489         | P: 16 G:                                                     | G135       | 18443       | P:  G: 74                                                    | G122        | 18642        | G47         | 19533        | P:  G: 66, 20, 108, 129                                      | G119        | 18394        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | G31        | 18450       |
| 18394  | partida_balcao_B1  | G119   | 18489         | P: 16 G:                                                     | G135       | 18443       | P:  G: 74                                                    | G122        | 18642        | G47         | 19533        | P:  G: 20, 108, 129                                          | G66         | 18786        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | G31        | 18450       |
| 18443  | partida_triagem    | G135   | 18489         | P:  G:                                                       | P16        | 18482       | P:  G: 74, 135                                               | G122        | 18642        | G47         | 19533        | P:  G: 20, 108, 129                                          | G66         | 18786        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | G31        | 18450       |
| 18450  | partida_tesouraria | G31    | 18489         | P:  G:                                                       | P16        | 18482       | P:  G: 74, 135                                               | G122        | 18642        | G47         | 19533        | P:  G: 20, 108, 129                                          | G66         | 18786        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18482  | partida_triagem    | P16    | 18489         | P:  G:                                                       | None       | inf.        | P: 16 G: 74, 135                                             | G122        | 18642        | G47         | 19533        | P:  G: 20, 108, 129                                          | G66         | 18786        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18489  | chegada            | G39    | 18496         | P:  G:                                                       | G39        | 18541       | P: 16 G: 74, 135                                             | G122        | 18642        | G47         | 19533        | P:  G: 20, 108, 129                                          | G66         | 18786        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18496  | chegada            | R111   | 18516         | P:  G: 111                                                   | G39        | 18541       | P: 16 G: 74, 135                                             | G122        | 18642        | G47         | 19533        | P:  G: 20, 108, 129                                          | G66         | 18786        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18516  | chegada            | P29    | 18675         | P: 29 G: 111                                                 | G39        | 18541       | P: 16 G: 74, 135                                             | G122        | 18642        | G47         | 19533        | P:  G: 20, 108, 129                                          | G66         | 18786        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18541  | partida_triagem    | G39    | 18675         | P:  G: 111                                                   | P29        | 18629       | P: 16 G: 74, 135                                             | G122        | 18642        | G47         | 19533        | P:  G: 20, 108, 129, 39                                      | G66         | 18786        | G118        | 18567        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18567  | partida_balcao_B2  | G118   | 18675         | P:  G: 111                                                   | P29        | 18629       | P: 16 G: 74, 135                                             | G122        | 18642        | G47         | 19533        | P:  G: 108, 129, 39                                          | G66         | 18786        | G20         | 19129        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18629  | partida_triagem    | P29    | 18675         | P:  G:                                                       | R111       | 18766       | P: 16 G: 74, 135                                             | G122        | 18642        | G47         | 19533        | P: 29 G: 108, 129, 39                                        | G66         | 18786        | G20         | 19129        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18642  | partida_balcao_A1  | G122   | 18675         | P:  G:                                                       | R111       | 18766       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P: 29 G: 108, 129, 39                                        | G66         | 18786        | G20         | 19129        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18675  | chegada            | G81    | 19085         | P:  G: 81                                                    | R111       | 18766       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P: 29 G: 108, 129, 39                                        | G66         | 18786        | G20         | 19129        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18766  | partida_triagem    | R111   | 19085         | P:  G:                                                       | G81        | 18879       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P: 29 G: 111, 108, 129, 39                                   | G66         | 18786        | G20         | 19129        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18786  | partida_balcao_B1  | G66    | 19085         | P:  G:                                                       | G81        | 18879       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39                                     | P29         | 19447        | G20         | 19129        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18879  | partida_triagem    | G81    | 19085         | P:  G:                                                       | None       | inf.        | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81                                 | P29         | 19447        | G20         | 19129        | P:  G: 1                                                     | R36         | 18950        | P:  G:                                                       | None       | inf.        |
| 18950  | partida_balcao_C1  | R36    | 19085         | P:  G:                                                       | None       | inf.        | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81                                 | P29         | 19447        | G20         | 19129        | P:  G:                                                       | G1          | 19765        | P:  G:                                                       | R36        | 19042       |
| 19042  | partida_tesouraria | R36    | 19085         | P:  G:                                                       | None       | inf.        | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81                                 | P29         | 19447        | G20         | 19129        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19085  | chegada            | P127   | 19094         | P:  G:                                                       | P127       | 19103       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81                                 | P29         | 19447        | G20         | 19129        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19094  | chegada            | G56    | 19188         | P:  G: 56                                                    | P127       | 19103       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81                                 | P29         | 19447        | G20         | 19129        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19103  | partida_triagem    | P127   | 19188         | P:  G:                                                       | G56        | 19108       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P: 127 G: 111, 108, 129, 39, 81                              | P29         | 19447        | G20         | 19129        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19108  | partida_triagem    | G56    | 19188         | P:  G:                                                       | None       | inf.        | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P: 127 G: 111, 108, 129, 39, 81, 56                          | P29         | 19447        | G20         | 19129        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19129  | partida_balcao_B2  | G20    | 19188         | P:  G:                                                       | None       | inf.        | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81, 56                             | P29         | 19447        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19188  | chegada            | G35    | 19206         | P:  G:                                                       | G35        | 19206       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81, 56                             | P29         | 19447        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19206  | partida_triagem    | G35    | 19206         | P:  G:                                                       | None       | inf.        | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81, 56, 35                         | P29         | 19447        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19206  | chegada            | G137   | 19244         | P:  G:                                                       | G137       | 19312       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81, 56, 35                         | P29         | 19447        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19244  | chegada            | G17    | 19244         | P:  G: 17                                                    | G137       | 19312       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81, 56, 35                         | P29         | 19447        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19244  | chegada            | P93    | 19377         | P: 93 G: 17                                                  | G137       | 19312       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81, 56, 35                         | P29         | 19447        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19312  | partida_triagem    | G137   | 19377         | P:  G: 17                                                    | P93        | 19375       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137                    | P29         | 19447        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19375  | partida_triagem    | P93    | 19377         | P:  G:                                                       | G17        | 19508       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137                    | P29         | 19447        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | P93        | 19484       |
| 19377  | chegada            | P54    | 19534         | P: 54 G:                                                     | G17        | 19508       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137                    | P29         | 19447        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | P93        | 19484       |
| 19447  | partida_balcao_B1  | P29    | 19534         | P: 54 G:                                                     | G17        | 19508       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 108, 129, 39, 81, 56, 35, 137                         | R111        | 19735        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | P93        | 19484       |
| 19484  | partida_tesouraria | P93    | 19534         | P: 54 G:                                                     | G17        | 19508       | P:  G: 74, 135                                               | P16         | 19721        | G47         | 19533        | P:  G: 108, 129, 39, 81, 56, 35, 137                         | R111        | 19735        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19508  | partida_triagem    | G17    | 19534         | P:  G:                                                       | P54        | 19540       | P:  G: 74, 135, 17                                           | P16         | 19721        | G47         | 19533        | P:  G: 108, 129, 39, 81, 56, 35, 137                         | R111        | 19735        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19533  | partida_balcao_A2  | G47    | 19534         | P:  G:                                                       | P54        | 19540       | P:  G: 135, 17                                               | P16         | 19721        | G74         | 19757        | P:  G: 108, 129, 39, 81, 56, 35, 137                         | R111        | 19735        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19534  | chegada            | P73    | 19829         | P: 73 G:                                                     | P54        | 19540       | P:  G: 135, 17                                               | P16         | 19721        | G74         | 19757        | P:  G: 108, 129, 39, 81, 56, 35, 137                         | R111        | 19735        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19540  | partida_triagem    | P54    | 19829         | P:  G:                                                       | P73        | 19657       | P:  G: 135, 17                                               | P16         | 19721        | G74         | 19757        | P: 54 G: 108, 129, 39, 81, 56, 35, 137                       | R111        | 19735        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19657  | partida_triagem    | P73    | 19829         | P:  G:                                                       | None       | inf.        | P: 73 G: 135, 17                                             | P16         | 19721        | G74         | 19757        | P: 54 G: 108, 129, 39, 81, 56, 35, 137                       | R111        | 19735        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19721  | partida_balcao_A1  | P16    | 19829         | P:  G:                                                       | None       | inf.        | P:  G: 135, 17                                               | P73         | 20463        | G74         | 19757        | P: 54 G: 108, 129, 39, 81, 56, 35, 137                       | R111        | 19735        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | None       | inf.        |
| 19735  | partida_balcao_B1  | R111   | 19829         | P:  G:                                                       | None       | inf.        | P:  G: 135, 17                                               | P73         | 20463        | G74         | 19757        | P:  G: 108, 129, 39, 81, 56, 35, 137                         | P54         | 20525        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | R111       | 19782       |
| 19757  | partida_balcao_A2  | G74    | 19829         | P:  G:                                                       | None       | inf.        | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P:  G: 108, 129, 39, 81, 56, 35, 137                         | P54         | 20525        | P127        | 20012        | P:  G: 36                                                    | G1          | 19765        | P:  G:                                                       | R111       | 19782       |
| 19765  | partida_balcao_C1  | G1     | 19829         | P:  G:                                                       | None       | inf.        | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P:  G: 108, 129, 39, 81, 56, 35, 137                         | P54         | 20525        | P127        | 20012        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | R111       | 19782       |
| 19782  | partida_tesouraria | R111   | 19829         | P:  G:                                                       | None       | inf.        | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137                    | P54         | 20525        | P127        | 20012        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 19829  | chegada            | P128   | 19905         | P:  G:                                                       | P128       | 19850       | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137                    | P54         | 20525        | P127        | 20012        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 19850  | partida_triagem    | P128   | 19905         | P:  G:                                                       | None       | inf.        | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P: 128 G: 111, 108, 129, 39, 81, 56, 35, 137                 | P54         | 20525        | P127        | 20012        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 19905  | chegada            | G57    | 19928         | P:  G:                                                       | G57        | 20004       | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P: 128 G: 111, 108, 129, 39, 81, 56, 35, 137                 | P54         | 20525        | P127        | 20012        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 19928  | chegada            | G98    | 20144         | P:  G: 98                                                    | G57        | 20004       | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P: 128 G: 111, 108, 129, 39, 81, 56, 35, 137                 | P54         | 20525        | P127        | 20012        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 20004  | partida_triagem    | G57    | 20144         | P:  G:                                                       | G98        | 20086       | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P: 128 G: 111, 108, 129, 39, 81, 56, 35, 137, 57             | P54         | 20525        | P127        | 20012        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 20012  | partida_balcao_B2  | P127   | 20144         | P:  G:                                                       | G98        | 20086       | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137, 57                | P54         | 20525        | P128        | 20305        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 20086  | partida_triagem    | G98    | 20144         | P:  G:                                                       | None       | inf.        | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137, 57                | P54         | 20525        | P128        | 20305        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | G98        | 20146       |
| 20144  | chegada            | P19    | 20174         | P:  G:                                                       | P19        | 20144       | P:  G: 17                                                    | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137, 57                | P54         | 20525        | P128        | 20305        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | G98        | 20146       |
| 20144  | partida_triagem    | P19    | 20174         | P:  G:                                                       | None       | inf.        | P: 19 G: 17                                                  | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137, 57                | P54         | 20525        | P128        | 20305        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | G98        | 20146       |
| 20146  | partida_tesouraria | G98    | 20174         | P:  G:                                                       | None       | inf.        | P: 19 G: 17                                                  | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137, 57                | P54         | 20525        | P128        | 20305        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 20174  | chegada            | P123   | 20215         | P:  G:                                                       | P123       | 20265       | P: 19 G: 17                                                  | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137, 57                | P54         | 20525        | P128        | 20305        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 20215  | chegada            | G49    | 20388         | P:  G: 49                                                    | P123       | 20265       | P: 19 G: 17                                                  | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137, 57                | P54         | 20525        | P128        | 20305        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 20265  | partida_triagem    | P123   | 20388         | P:  G:                                                       | G49        | 20292       | P: 19 G: 17                                                  | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137, 57                | P54         | 20525        | P128        | 20305        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | P123       | 20374       |
| 20292  | partida_triagem    | G49    | 20388         | P:  G:                                                       | None       | inf.        | P: 19 G: 17, 49                                              | P73         | 20463        | G135        | 21422        | P:  G: 111, 108, 129, 39, 81, 56, 35, 137, 57                | P54         | 20525        | P128        | 20305        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | P123       | 20374       |
| 20305  | partida_balcao_B2  | P128   | 20388         | P:  G:                                                       | None       | inf.        | P: 19 G: 17, 49                                              | P73         | 20463        | G135        | 21422        | P:  G: 108, 129, 39, 81, 56, 35, 137, 57                     | P54         | 20525        | R111        | 20593        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | P123       | 20374       |
| 20374  | partida_tesouraria | P123   | 20388         | P:  G:                                                       | None       | inf.        | P: 19 G: 17, 49                                              | P73         | 20463        | G135        | 21422        | P:  G: 108, 129, 39, 81, 56, 35, 137, 57                     | P54         | 20525        | R111        | 20593        | P:  G:                                                       | R36         | 20381        | P:  G:                                                       | None       | inf.        |
| 20381  | partida_balcao_C1  | R36    | 20388         | P:  G:                                                       | None       | inf.        | P: 19 G: 17, 49                                              | P73         | 20463        | G135        | 21422        | P:  G: 108, 129, 39, 81, 56, 35, 137, 57                     | P54         | 20525        | R111        | 20593        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
